	Kyle Lowry	Mia	G	36.72	27	36.3	75.7	18	16.8	103	0.854	106	0.481	181	0.348	0.507	0.57	14	4.8	7.5	5.9	24.1	1.19	0.56	2.48	8.1	111.8	105.2
	Trey Lyles	Sac	F	27.1	20	13.7	28.6	20.1	14.7	23	0.739	33	0.515	67	0.343	0.515	0.545	6	2.7	11.3	0.7	6.9	0.3	0.35	0.95	6.6	104.3	107.4
	Theo Maledon	Cha	G	21.5	25	16.9	35.1	15	18.5	34	0.912	68	0.485	40	0.375	0.514	0.577	5.7	2.4	7.6	2.4	19.9	0.76	0.2	1.12	7.6	111.1	111.5
	Sandro Mamukelashvili	Mil	F-C	23.56	12	7.5	15.6	17.6	10.7	10	0.5	14	0.5	15	0.267	0.448	0.464	2.6	1.9	13.5	0.3	4.6	0.08	0.17	0.33	6.1	95.7	101.1
	Terance Mann	Lac	G-F	26.15	28	21.4	44.6	15.8	13.4	39	0.744	116	0.629	54	0.352	0.597	0.62	8.3	3.7	9.5	1.8	12.3	0.57	0.29	1.04	7.1	120.3	104.6
	Tre Mann	Okc	G	21.86	24	21.1	43.9	20.4	9.3	19	0.632	100	0.49	117	0.291	0.461	0.47	8.8	2.5	6.3	1.7	11	0.83	0.13	0.96	6.3	97.1	110.7
	Boban Marjanovic	Hou	C	34.33	8	3.7	7.8	20.9	13.3	7	0.714	9	0.667	1	0	0.6	0.65	2.1	0.9	12.8	0.1	5.5	0.13	0.13	0.25	6.2		
	Lauri Markkanen	Uta	F-C	25.56	26	33.9	70.6	23.8	11.2	114	0.833	225	0.613	167	0.413	0.616	0.654	22.2	8.5	13.9	2.2	10.2	0.58	0.69	2.15	8.8	124.4	111.4
	Naji Marshall	Nor	F	24.89	24	21.8	45.5	15.4	11.6	39	0.795	89	0.528	62	0.355	0.53	0.568	8	3.1	7.9	2.3	13.8	0.71	0.25	0.92	7.1	117.4	106.9
	Kenyon Martin Jr.	Hou	F	21.93	26	24.2	50.5	16.8	12.1	62	0.661	127	0.669	71	0.31	0.596	0.615	10.7	5.2	11.6	1.5	9.4	0.38	0.42	1.19	7.2	120.7	112.6
	Caleb Martin	Mia	F	27.21	27	33	68.7	14.7	10.5	37	0.784	145	0.51	103	0.417	0.558	0.579	11.3	4.8	8.3	1.9	8.5	1.19	0.37	1.15	5.7	114.3	107.2
	Cody Martin	Cha	F	27.21	1	0.9	1.9	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		
	Tyrese Martin	Atl	G	23.77	8	4.1	8.5	16.6	0	0	0	8	0.375	5	0.2	0.346	0.346	1.1	0.5	6.6	0	0	0.13	0	0	0	83.8	115.8
	Garrison Mathews	Hou	G	26.13	22	13.5	28.1	13.6	7.2	26	0.923	4	0.5	75	0.373	0.557	0.619	5.1	1.1	4.6	0.4	4.3	0.55	0.14	0.32	3.9	127.5	109.4
	Bennedict Mathurin	Ind	G-F	20.49	28	28.7	59.8	25.8	10.6	161	0.801	227	0.458	149	0.349	0.484	0.552	17.6	4	7.6	1.5	8	0.61	0.07	1.89	6.6	107.2	113.4
	Wesley Matthews	Mil	G	36.16	18	15.5	32.2	10.4	8.8	8	0.875	12	0.333	47	0.298	0.424	0.456	3.2	1.9	6.4	0.6	4.6	0.5	0.22	0.33	4	104.7	101.5
	Tyrese Maxey	Phi	G	22.1	15	36.4	75.8	27.2	9	65	0.738	171	0.485	102	0.422	0.54	0.569	22.9	3.5	5.6	4.4	20.7	1	0.27	2	7.8	111.9	108.9
	Miles McBride	Nyk	G	22.26	15	10.2	21.3	14.8	11	8	0.5	19	0.526	26	0.192	0.389	0.402	2.6	0.6	3.1	1.6	20.7	0.53	0	0.4	5.3	97.3	108.1
	CJ McCollum	Nor	G	31.23	22	34.9	72.7	24.4	10.2	40	0.825	234	0.457	144	0.319	0.466	0.487	17.5	4.9	7.8	5.9	24.5	1.09	0.55	2.05	9.1	105.2	107.9
	T.J. McConnell	Ind	G	30.72	25	17.7	36.9	16.9	22.1	15	0.867	119	0.479	15	0.267	0.47	0.494	5.6	2.4	7.2	4.1	32.5	1.2	0.2	1.6	8.6	103.7	110.1
	Jaden McDaniels	Min	F	22.2	24	29.7	61.8	14.3	14.9	35	0.771	118	0.636	73	0.37	0.605	0.625	10.8	3.1	5.8	1.3	6.1	1.08	1.21	1.5	4.7	113.4	107.4
	Jalen McDaniels	Cha	F-C	24.87	27	26.8	55.7	17	12.6	47	0.872	140	0.514	95	0.337	0.511	0.55	10.4	4.7	9.4	2.4	12.7	1.04	0.52	1.37	7.3	109.3	104.9
	Doug McDermott	San	F	30.94	23	20.8	43.4	18.8	10.1	20	0.7	78	0.564	108	0.417	0.599	0.608	10.3	2	5.2	1.6	11.2	0.09	0.17	0.96	6.2	114.7	117
	JaVale McGee	Dal	C-F	34.9	17	9.3	19.4	23.3	19.6	22	0.545	53	0.642	3	0.333	0.634	0.632	4.9	2.6	16.5	0.2	4.3	0.18	0.53	0.94	5.9	105.7	99.7
	Bryce McGowens	Cha	G	20.1	12	15.2	31.6	12.5	11.1	12	0.917	27	0.444	16	0.375	0.488	0.549	4.4	1.4	5	1.1	9.6	0.33	0.33	0.5	5	112.3	116.4
	Rodney McGruder	Det	G	31.38	9	9.2	19.2	13.7	11.2	4	1	6	0.333	16	0.188	0.295	0.358	1.9	1.8	10.6	0.8	11.2	0	0	0.33	6.1	92.2	118.6
	Jordan McLaughlin	Min	G	26.68	18	15.9	33.2	12.3	16.7	9	1	32	0.625	34	0.235	0.485	0.522	4.1	1.7	5.8	3.6	28.8	0.83	0.11	0.78	7.4	118.5	116.2
	De'Anthony Melton	Phi	G	24.55	24	29.4	61.3	19.2	14.2	25	0.68	107	0.467	142	0.394	0.538	0.548	11.9	4.4	8.9	3.3	16.6	2.21	0.46	1.79	7.6	107.1	104.3
	Chimezie Metu	Sac	F-C	25.73	21	12.2	25.4	17.1	14.6	20	0.8	61	0.738	18	0.222	0.646	0.672	5.6	3.3	15.6	0.8	9.1	0.38	0.24	0.71	8	121.8	102.6
	Khris Middleton	Mil	F	31.34	5	23.9	49.7	22	6.4	14	0.857	26	0.423	26	0.269	0.413	0.473	11	2.4	5.3	4.6	27.8	0.6	0.2	0.8	8.3	111.4	102.9
	Patty Mills	Bro	G	34.34	21	12	25.1	18.5	8.5	12	0.917	28	0.571	63	0.381	0.571	0.597	5.5	1	5	1.3	15	0.24	0.05	0.43	6.4	118.9	115.6
	Shake Milton	Phi	G-F	26.21	22	24.1	50.3	21	16.1	41	0.854	141	0.567	50	0.38	0.568	0.603	11.5	3.4	8.3	3.5	23.4	0.32	0.18	1.82	8.6	114.6	108.1
	Josh Minott	Min	F	20.05	2	4.3	9	14.1	0	2	1	2	0.5	0	0	0.5	0.694	2	1.5	19.3	0.5	15.2	0.5	0.5	0	10.6	174.9	101.3
	Davion Mitchell	Sac	G	24.27	25	20	41.7	15.6	15.3	17	0.706	82	0.573	65	0.308	0.524	0.537	6.6	1.6	4.6	2.4	16.1	0.52	0.24	1.12	5.9	102.9	108.3
	Donovan Mitchell	Cle	G	26.26	24	36.6	76.3	31.5	11.7	129	0.891	277	0.556	217	0.419	0.588	0.632	29	4	6.4	4.7	23.4	1.42	0.42	3.04	8.9	120.4	104.7
	Evan Mobley	Cle	C	21.49	28	34.5	71.8	19.1	14.5	103	0.68	280	0.589	29	0.241	0.568	0.594	15	9.5	16.1	2.5	11.3	0.82	1.36	2.14	8.2	116.6	100.6
	Isaiah Mobley	Cle	F	23.22	7	3.5	7.4	14.3	0	0	0	6	0.5	2	0.5	0.563	0.563	1.3	1.6	26	0	0	0.14	0	0	0		
	Chima Moneke	Sac	F	26.97	2	4	8.2	26.4	41	2	0	2	0.5	0	0	0.5	0.347	1	1	14.5	0.5	16.8	0	0	1	7.9	73.6	94.1
	Malik Monk	Sac	G	24.85	25	22.5	46.9	27.1	14	52	0.904	139	0.59	145	0.345	0.553	0.588	14.4	2.3	5.8	3.8	26.4	0.68	0.16	2	8.9	111.3	109
	Moses Moody	Gol	G	20.54	22	14.7	30.6	14.8	18.5	22	0.818	29	0.517	54	0.37	0.542	0.583	4.9	1.9	7	0.5	4.7	0.36	0.23	0.95	4.5	99.8	112.8
	Wendell Moore Jr.	Min	G	21.24	10	6.3	13	17.7	19	3	0.667	10	0.7	10	0.2	0.5	0.516	2.2	0.8	7.1	0.4	8.6	0.2	0.1	0.5	5.6	90.1	105.1
	Ja Morant	Mem	G	23.34	22	33.1	68.9	35.8	13.1	198	0.742	353	0.49	110	0.355	0.5	0.554	27.7	6.6	10.6	7.8	39.2	1.18	0.27	3.77	13.6	113.8	107.6
	Marcus Morris Sr.	Lac	F	33.28	26	30.1	62.7	19	6.2	37	0.784	165	0.509	137	0.387	0.541	0.559	13.7	4.8	8.7	1.8	9.2	0.73	0.35	0.81	6.5	111.8	105.7
	Markieff Morris	Bro	F	33.28	17	11.6	24.3	15.4	16	6	1	20	0.35	35	0.457	0.564	0.59	4	2.5	12.4	1	11.4	0.35	0.24	0.65	7.4	112.1	103.8
	Monte Morris	Was	G	27.46	23	27.9	58.2	15.1	9.9	24	0.75	114	0.5	76	0.368	0.521	0.538	9.4	3.5	6.9	5.2	25.8	0.7	0.22	0.96	8	118.3	112.9
	Trey Murphy III	Nor	F	22.49	24	28.8	60.1	16.2	8	47	0.936	79	0.595	142	0.401	0.6	0.639	12.9	4.4	8.6	1.5	6.8	1.17	0.5	0.88	6.1	127.2	105.4
	Dejounte Murray	Atl	G	26.23	25	35.6	74.1	25.7	11.7	67	0.836	309	0.492	145	0.366	0.51	0.537	20.8	5.4	8.2	6.2	26.8	1.76	0.44	2.56	10	108.9	110.7
	Jamal Murray	Den	G	25.8	22	30.4	63.3	27.2	10.3	70	0.786	227	0.489	118	0.356	0.504	0.536	18.3	3.7	7.1	5.1	25	0.91	0.23	1.95	9.2	110.9	114.9
	Keegan Murray	Sac	F	22.32	23	28.7	59.7	17.9	11.6	31	0.839	95	0.526	136	0.368	0.541	0.564	12	4.1	8.2	0.8	4	0.74	0.65	1.39	4.7	103.9	108.3
	Mike Muscala	Okc	F-C	31.45	17	12.5	26.1	16.8	8.1	16	0.75	24	0.667	48	0.333	0.556	0.582	5.4	3.2	13.5	0.9	9.6	0.12	0.47	0.41	8	118.9	103.1
	Svi Mykhailiuk	Nyk	G-F	25.51	9	3.2	6.7	17.6	16.2	3	0.333	2	0	7	0.714	0.833	0.775	1.8	0.7	10.7	0	0	0	0	0.22	0		
	Larry Nance Jr.	Nor	F-C	29.95	24	23	48	14.1	12.6	31	0.774	126	0.698	20	0.45	0.695	0.711	9.5	5.6	13.7	1.9	11.6	1.04	0.92	0.96	8.1	136.8	100.6
	Andrew Nembhard	Ind	G-F	22.91	23	25.2	52.4	14.8	16	15	0.867	79	0.532	88	0.409	0.575	0.59	8.9	3	6.6	4	22.6	1	0.17	1.43	7.5	115.7	107.1
	Aaron Nesmith	Ind	G-F	23.16	24	21.7	45.1	16.5	12.6	32	0.844	71	0.437	96	0.365	0.5	0.536	8.1	3.3	8.2	1.1	7	0.79	0.54	1.08	5.7	102.3	103.4
	Raul Neto	Cle	G	30.57	18	9.3	19.4	13.9	11.5	12	0.833	24	0.583	17	0.294	0.524	0.573	2.9	0.8	5.3	1.2	18.4	0.39	0	0.33	6.1	120.9	104
	Georges Niang	Phi	F	29.49	24	19.4	40.5	18.9	10.1	15	0.867	46	0.543	125	0.432	0.62	0.633	9.4	2.1	6.3	1.1	9	0.42	0.29	0.83	5.8	115.7	103.2
	Daishen Nix	Hou	G	20.83	24	15.1	31.4	13.9	26.3	17	0.765	29	0.379	53	0.321	0.445	0.481	3.6	1.8	6.3	2.6	23.8	0.71	0.13	1.33	6.8	97.9	113.1
	Zeke Nnaji	Den	F-C	21.93	18	10.1	21	16.7	13	10	0.8	42	0.714	14	0.214	0.616	0.637	4.3	1.4	8	0.2	3.1	0.17	0.17	0.5	4.2	120.8	106.4
	Nerlens Noel	Det	C-F	28.68	6	10.3	21.5	12.2	16.9	4	0.75	13	0.308	0	0	0.308	0.373	1.8	3.2	16.8	0.5	6.5	0.83	0.33	0.5	5.5	82.3	98.2
	Jaylen Nowell	Min	G	23.43	27	18.6	38.8	26.7	7.5	47	0.787	166	0.524	109	0.303	0.496	0.524	11.5	2.8	8.4	2.1	17.9	0.59	0.07	0.89	8.8	108.2	110.8
	Frank Ntilikina	Dal	G	24.38	9	9.1	19	14.7	11.2	4	0.75	9	0.333	13	0.154	0.273	0.316	1.7	1.3	8.7	1.3	19.5	0.33	0.22	0.33	6.2	86.5	104.2
	Kendrick Nunn	Lal	G	27.36	22	12.8	26.7	23.7	15.7	11	0.909	65	0.446	64	0.266	0.422	0.445	5.4	1.3	5.2	1.1	12.5	0.23	0.05	1.14	6.2	82.4	110.1
	Jusuf Nurkic	Por	C	28.31	24	29.4	61.3	21.7	16.6	98	0.694	207	0.551	42	0.405	0.56	0.594	14.5	10.4	20.2	2.8	14.9	0.75	0.92	2.42	10.2	114.7	100.7
	Jordan Nwora	Mil	F	24.26	22	18.4	38.4	17.5	12.4	29	0.828	65	0.354	70	0.371	0.459	0.501	6.7	3.5	9.8	1	7.8	0.32	0.14	0.95	6.2	102.2	106.5
	Chuma Okeke	Orl	F	24.32	18	21.8	45.3	11.7	8.6	21	0.762	27	0.519	60	0.3	0.471	0.509	5.4	4.2	11.2	1.4	9.1	0.61	0.5	0.5	5.8	115.5	108.5
	Josh Okogie	Pho	G	24.28	23	9	18.8	19	13.9	28	0.714	36	0.5	32	0.25	0.441	0.498	3.5	2.2	13.8	0.8	11.8	0.57	0.3	0.57	8.1	108.8	100
	Onyeka Okongwu	Atl	F-C	22	27	20.8	43.4	14.1	13.7	52	0.712	138	0.638	3	0	0.624	0.65	7.9	6.3	16.4	1	6.4	0.59	0.7	0.96	7.1	127.8	99.7
	Isaac Okoro	Cle	F-G	21.88	28	18.7	38.9	11.2	14.4	28	0.821	52	0.538	49	0.245	0.455	0.507	4.1	2	6.4	0.6	4.6	0.61	0.36	0.68	3.6	100.2	100.4
	KZ Okpala	Sac	F-G	23.63	17	8.6	17.9	8.7	10.1	6	1	14	0.571	10	0.3	0.521	0.582	1.8	1.4	9	0.5	7.7	0.18	0.24	0.18	5	126.1	102.1
	Victor Oladipo	Mia	G	30.61	4	20.5	42.7	18.7	8.7	6	0.5	14	0.571	15	0.267	0.483	0.49	7.8	2.8	7.7	2.8	20.8	0.25	0	0.75	7.7	103.6	105.5
	Kelly Olynyk	Uta	F-C	31.65	29	28.9	60.2	17.1	18.5	94	0.83	136	0.61	101	0.455	0.641	0.686	13.2	5	9.6	3.3	15.6	1.21	0.66	2.17	8.3	124.2	103.1
	Eugene Omoruyi	Okc	F	25.83	10	13.2	27.4	17.9	8.8	11	0.636	27	0.593	20	0.35	0.564	0.579	6	2.1	8.3	0.5	5.4	0.7	0	0.5	5.6	115.9	96.9
	Royce O'Neale	Bro	F	29.52	27	36	75	13.3	16.6	25	0.64	81	0.321	150	0.407	0.509	0.519	9.3	5.4	8.5	4.7	16.6	1.11	0.67	1.78	6.9	106.2	107.2
	Cedi Osman	Cle	F	27.68	28	23.1	48.2	17.4	10.3	39	0.692	96	0.583	114	0.325	0.531	0.55	8.9	3	7.5	1.6	10.2	0.43	0.14	0.93	6.1	108.4	103.4
	Kelly Oubre Jr.	Cha	F-G	27.01	27	33	68.8	26.4	5.7	110	0.718	283	0.519	198	0.318	0.502	0.531	20.8	5.2	8.5	1.2	6.1	1.7	0.33	1.19	6.1	109	108.2
	Chris Paul	Pho	G	37.61	13	30.3	63.1	15.9	16.9	39	0.872	59	0.424	47	0.319	0.448	0.524	9.9	4.6	8.6	8.9	37.1	1.46	0.15	1.92	9.8	121.2	105.6
	Cameron Payne	Pho	G	28.35	25	25.5	53	24.1	13.8	47	0.766	172	0.436	120	0.375	0.488	0.513	12.8	2.5	5.5	5.5	30.7	0.96	0.2	2	8.8	108.1	108.3
	Theo Pinson	Dal	G-F	27.1	8	3.4	7.1	11.4	14.5	2	1	1	1	4	0	0.2	0.34	0.5	0.8	13.1	0.3	9.5	0.13	0	0.13	5.8		
	Scotty Pippen Jr.	Lal	G	22.09	2	4.2	8.8	23.8	21	4	0.75	2	0	0	0	0	0.399	1.5	1	12.6	0	0	0	0	0.5	0	82	93.5
	Mason Plumlee	Cha	F-C	32.78	27	27.9	58	14.7	19	111	0.568	165	0.588	0	0	0.588	0.601	9.5	9.3	17.8	4.1	20.7	0.63	0.56	1.85	10.2	120.8	103.3
	Jakob Poeltl	San	C	27.16	20	27.2	56.7	19.1	19.2	56	0.518	178	0.64	0	0	0.64	0.634	12.9	9.9	20.1	3.5	19.1	0.9	1	2.4	11.2	118.7	110.3
	Aleksej Pokusevski	Okc	C	20.97	24	22.8	47.4	18.1	14.3	23	0.609	115	0.496	79	0.392	0.534	0.541	9.2	5.4	12.4	1.9	11.6	0.54	1.46	1.42	8	107.1	108.6
	Jordan Poole	Gol	G	23.49	27	28.1	58.4	28.1	16	102	0.853	179	0.553	202	0.322	0.516	0.564	17.8	2.1	4.2	4.6	24.1	0.78	0.33	3	7.9	105.5	111.4
	Kevin Porter Jr.	Hou	G-F	22.61	25	34.7	72.2	25.8	17.8	130	0.769	243	0.461	144	0.333	0.475	0.527	18.7	5.5	8.7	5.8	26.7	1.28	0.44	3.84	9.7	104.8	110.5
	Michael Porter Jr.	Den	F	24.46	16	29.1	60.5	22.2	7.6	30	0.8	96	0.51	110	0.427	0.58	0.6	16.4	6	12	1.3	6.2	0.63	0.38	1.13	6.9	116.7	109
	Otto Porter Jr.	Tor	F	29.53	8	18.3	38.1	10.8	10.7	8	1	13	0.692	17	0.353	0.6	0.656	5.5	2.4	7.3	1	7.4	1.38	0	0.5	5.2	132	109.8
	Bobby Portis	Mil	F	27.84	26	26.3	54.7	21.7	8.5	34	0.765	212	0.566	94	0.309	0.534	0.55	13.6	10.3	20.5	2.2	13.3	0.31	0.31	1.15	10.3	115.9	100.4
	Kristaps Porzingis	Was	F-C	27.36	27	32.5	67.7	28	10.3	189	0.804	274	0.555	148	0.345	0.541	0.603	22.6	8.9	15	2.6	12.9	0.85	1.56	2.15	9.9	118.1	105
	Micah Potter	Uta	F	24.69	2	5.9	12.3	7.1	0	0	0	2	1	0	0	1	1	2	1.5	14	0.5	11.9	0	0	0	7.8	210.7	101.1
	Dwight Powell	Dal	F-C	31.4	24	17.3	36	12.8	16.9	46	0.652	77	0.701	1	0	0.692	0.702	5.8	3.6	12.3	0.5	3.9	0.54	0.42	0.83	5.1	134	101
	Norman Powell	Lac	G	29.55	22	25.3	52.6	25.3	12.1	82	0.78	151	0.51	95	0.379	0.533	0.578	14.8	2.9	6.3	1.5	9.7	0.82	0.32	1.77	6.3	106.7	106.8
	Jason Preston	Lac	G	23.34	4	6.8	14.1	25.6	12.6	2	0	6	0.667	7	0.286	0.538	0.504	3.5	0.8	6.1	1.3	31	0	0	0.5	9	102.8	109.3
	Joshua Primo	San	G	19.97	4	23.4	48.6	18.2	26.9	9	0.778	14	0.429	12	0.25	0.404	0.467	7	3.3	7.7	4.5	24.8	0.25	0.5	2.75	8	90.5	114.3
	Taurean Prince	Min	F	28.73	18	19.5	40.7	16	15.7	22	0.864	49	0.612	54	0.389	0.597	0.63	7.9	2.5	7.1	1.2	8.1	0.33	0.22	1.17	5.9	110.9	106.6
	Payton Pritchard	Bos	G	24.87	17	11.5	23.9	21.5	14.7	10	0.7	32	0.469	45	0.356	0.506	0.522	5	1.5	7.2	1.2	14.4	0.35	0.06	0.82	7.2	102.6	112.8
	Trevelin Queen	Ind	G	25.8	2	9.9	20.5	12.6	50	0	0	0	0	3	0	0	0	0	1.5	8.3	1	12	0.5	0.5	1.5	0	31.5	113
	Immanuel Quickley	Nyk	G	23.49	27	23.2	48.2	19.7	12.8	63	0.841	125	0.48	105	0.314	0.476	0.528	10.1	4.3	9.7	3	18.4	0.93	0.11	1.41	8.7	109	105.9
	Julius Randle	Nyk	F-C	28.04	27	33.1	68.9	27.2	12	164	0.799	250	0.556	190	0.337	0.534	0.587	22.3	8.7	13.7	3.4	16.7	0.7	0.19	2.59	10.5	116.1	103.8
	Austin Reaves	Lal	G	24.54	26	29.1	60.6	13.3	12.6	76	0.908	92	0.63	83	0.386	0.606	0.674	10.8	3	5.4	2.1	9.5	0.46	0.31	1.15	5.6	127.6	112.3
	Cam Reddish	Nyk	F-G	23.28	20	21.9	45.6	15.7	9.1	33	0.879	80	0.55	56	0.304	0.511	0.558	8.4	1.6	3.7	1	6.4	0.75	0.4	0.75	4.3	111.8	110.5
	Davon Reed	Den	G	27.51	18	11.1	23.1	15.1	17.3	10	0.8	23	0.217	30	0.367	0.406	0.444	2.8	1.5	7.9	0.5	5.5	0.28	0.11	0.67	4.6	85.3	108.3
	Paul Reed	Phi	F	23.5	23	11.4	23.7	13.2	20.7	12	0.667	53	0.604	3	0	0.571	0.587	3.1	3.7	19	0.5	6.6	0.96	0.7	0.7	6.3	115.1	85.7
	Naz Reid	Min	C-F	23.3	21	14.6	30.5	22.9	11.9	31	0.677	86	0.651	48	0.313	0.586	0.603	8.5	3.7	13.9	0.7	7.5	0.33	0.95	0.95	7.7	111	99.8
	Nick Richards	Cha	C	25.04	27	18.9	39.3	17.3	11.4	82	0.744	150	0.607	0	0	0.607	0.653	9	6.4	18.3	0.6	5	0.15	0.74	0.89	6.9	131	105.4
	Josh Richardson	San	G	29.24	20	23.3	48.4	20.4	15.4	34	0.853	77	0.455	101	0.376	0.517	0.552	10.7	2.4	5.7	3.1	18.3	0.6	0.1	1.75	7.4	106.1	115.5
	Austin Rivers	Min	G	30.36	17	14.3	29.8	10	12.1	13	0.923	18	0.5	27	0.222	0.4	0.473	2.8	1.2	4.5	1	8.5	0.24	0.06	0.41	4.2	98.8	110.5
	Duncan Robinson	Mia	F	28.64	19	16.7	34.8	17.4	9.6	15	0.933	28	0.464	78	0.308	0.462	0.497	5.9	2	6.8	1.2	10.3	0.21	0	0.63	5.8	99.5	103.2
	Jeremiah Robinson-Earl	Okc	F	22.11	26	21.1	43.9	15.3	7.9	28	0.786	98	0.571	76	0.382	0.572	0.593	8.5	5	12.3	1	6.3	0.73	0.42	0.62	6.6	124.6	108
	Mitchell Robinson	Nyk	C-F	24.7	19	23.7	49.3	10.3	10.8	33	0.455	85	0.729	0	0	0.729	0.698	7.3	8.1	17.9	0.7	4.4	0.58	1.89	0.63	5.8	145.1	100.9
	Orlando Robinson	Mia	C	20	2	20.1	41.8	16.9	6.5	3	0.667	10	0.6	3	0	0.462	0.489	7	4.5	12.8	0.5	3.9	1	0.5	0.5	5	101.3	97.3
	Isaiah Roby	San	F	24.86	22	13	27.1	17.2	13.5	21	0.429	54	0.537	39	0.333	0.522	0.518	4.8	2.9	12.4	1.4	14.4	0.55	0.27	0.73	8.3	103.3	108.2
	David Roddy	Mem	F	21.72	27	19.1	39.8	15.2	10.5	28	0.714	73	0.507	85	0.306	0.481	0.505	6.4	2.6	7.2	0.7	4.5	0.3	0.33	0.74	4.7	102.6	108.2
	Ryan Rollins	Gol	G	20.45	7	6.1	12.7	27.5	43	2	1	7	0.286	8	0.375	0.433	0.472	2.1	1	9.1	0.4	9.1	0	0	1.71	6.2	58.5	95.9
	Derrick Rose	Nyk	G	34.19	21	13.6	28.2	22.9	10.9	10	1	86	0.43	49	0.347	0.463	0.484	6.4	1.8	6.8	2	22.2	0.33	0.24	0.81	8.4	103.4	112.1
	Terrence Ross	Orl	G-F	31.85	25	23.7	49.4	16.5	13	13	0.692	88	0.455	101	0.386	0.521	0.529	8.2	2.1	5.1	1.2	7.8	0.68	0.24	1.16	4.6	99.6	112.6
	Terry Rozier	Cha	G	28.74	19	37	77.2	28.3	10.9	57	0.825	244	0.455	154	0.331	0.471	0.499	22.2	4.8	7	5.7	25.2	0.68	0.16	2.74	9.2	103.1	113.9
	D'Angelo Russell	Min	G	26.8	27	31.7	66.1	22.9	16.3	71	0.789	188	0.559	171	0.357	0.547	0.575	16.6	3.1	5.4	6.3	28.9	1.3	0.56	2.81	8.7	110.8	112.4
	Matt Ryan	Lal	F	25.66	12	10.8	22.4	17.6	5.5	5	0.8	14	0.143	35	0.371	0.439	0.459	3.9	1.2	5.7	0.3	4.1	0.17	0	0.25	4.1	94.1	106.5
	Domantas Sabonis	Sac	F-C	26.61	25	32.7	68.2	20	16	151	0.728	226	0.633	29	0.379	0.625	0.667	17.2	11.3	19.8	6.4	28.5	0.8	0.52	2.44	13.2	132.6	100.4
	Dario Saric	Pho	F	28.68	14	12	25	17.1	13.2	9	0.778	30	0.367	25	0.32	0.418	0.449	3.8	3.4	16.1	1.1	11.4	0.21	0.14	0.64	8.1	102.9	100.3
	Jordan Schakel	Was	G	24.5	2	3.1	6.5	14.1	0	0	0	1	0	1	1	0.75	0.75	1.5	0	0	0.5	23.4	0.5	0	0	0		
	Admiral Schofield	Orl	F	25.71	17	12.2	25.3	14	6.1	7	1	24	0.583	35	0.343	0.542	0.572	4.2	1.6	7.5	0.8	9.2	0.12	0.12	0.24	5.7	125.5	102.6
	Dennis Schroder	Lal	G	29.24	12	26.5	55.1	15.4	14.6	28	0.929	57	0.491	30	0.267	0.46	0.534	8.8	1.9	3.8	3.8	18.7	0.5	0	1.42	6	107.5	112.5
	Dereon Seabron	Nor	G	22.55	2	1.3	2.6	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		
	Alperen Sengun	Hou	C	20.39	23	26.8	55.9	22.4	15.9	86	0.791	222	0.577	21	0.19	0.551	0.598	14.6	8.7	17.6	2.2	13.8	0.74	0.91	2.3	9.8	116.8	104
	Collin Sexton	Uta	G	23.94	27	24.5	51	23.5	13	118	0.831	200	0.535	69	0.362	0.537	0.603	14.3	2.4	5.3	3	17.8	0.59	0.07	1.78	7.7	118.3	111.4
	Landry Shamet	Pho	G	25.75	18	16	33.3	17.8	14.1	20	0.85	26	0.462	69	0.391	0.553	0.588	6.8	0.8	2.9	1.3	11	0.61	0.17	0.94	4.8	111.2	110.2
	Day'Ron Sharpe	Bro	F	21.1	17	8.9	18.6	18.9	18.6	17	0.706	41	0.488	4	0.75	0.544	0.581	3.6	3.4	21.4	0.6	9.2	0.18	0.59	0.71	8.7	115.9	91.9
	Shaedon Sharpe	Por	G	19.54	26	19.9	41.4	18.2	8.4	25	0.6	119	0.546	67	0.328	0.527	0.536	8.1	2.7	7.7	0.5	3.8	0.35	0.19	0.69	4.5	106	110.6
	Pascal Siakam	Tor	F	28.7	17	35	72.8	29.1	10	132	0.765	240	0.533	70	0.314	0.519	0.575	24.9	8.8	14.2	7.1	34.6	1.06	0.53	2.41	13.2	121.1	104.7
	Ben Simmons	Bro	G-F	26.4	19	27.4	57.1	14.8	25.9	33	0.545	113	0.619	1	0	0.614	0.615	8.3	6.7	13.9	5.8	29	1.32	0.63	2.37	10	114.9	98.5
	Marko Simonovic	Chi	C	23.16	1	1.7	3.5	25.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
	Anfernee Simons	Por	G	23.52	25	36.8	76.6	26.7	10	85	0.894	211	0.512	258	0.388	0.55	0.585	23.7	3.1	4.8	4.5	20.4	0.88	0.24	2.24	7.5	115.6	111.8
	Jericho Sims	Nyk	C	24.15	19	12.8	26.6	10	13.7	10	0.8	46	0.761	0	0	0.761	0.774	4.1	4.4	18.1	0.4	4.7	0.26	0.79	0.42	6	149.7	98.5
	Marcus Smart	Bos	G	28.77	25	32.9	68.5	16.9	18.7	47	0.766	107	0.551	128	0.344	0.532	0.559	11.4	3.1	5.3	7.3	29.6	1.24	0.4	2.36	7.7	114.6	106.2
