	Bryn Forbes	Min	G	29.39	13	10.7	22.3	17.3	8.8	7	1	23	0.435	26	0.231	0.388	0.432	3.5	0.5	2.4	0.8	9.4	0.54	0	0.38	4.2	93	113.8
	Trent Forrest	Atl	G	24.5	11	14	29.1	10.7	15.3	3	0.667	32	0.469	0	0	0.469	0.48	2.9	1.4	5.3	1.6	14.9	0.55	0.18	0.55	5.3	104.8	110.6
	Michael Foster Jr.	Phi	F	19.91	1	1	2.1	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		
	Evan Fournier	Nyk	G-F	30.12	13	20	41.6	17.5	12.9	11	0.818	33	0.364	57	0.333	0.45	0.474	6.9	2.1	5.4	1.7	11.6	0.69	0.23	1.08	5.8	95.9	105.3
	De'Aaron Fox	Sac	G	24.98	22	31.7	66.1	28.7	11.9	109	0.826	254	0.567	111	0.369	0.563	0.607	22.8	5	9	5.6	28.9	1.05	0.5	2.55	10.9	117.2	106.8
	Markelle Fultz	Orl	G	24.54	7	24.8	51.7	21.5	22.3	12	0.75	50	0.44	11	0.455	0.484	0.513	9.7	2.7	6.3	4.1	25.6	0.71	0.14	2.71	7.7	97.1	108.3
	Wenyen Gabriel	Lal	F	25.72	20	13.6	28.2	14.1	15.4	22	0.818	54	0.667	13	0.308	0.627	0.665	5.1	3.7	14.2	0.7	6.6	0.55	0.5	0.7	7	126.6	100.7
	Daniel Gafford	Was	F-C	24.2	28	13.8	28.8	15.7	17.2	56	0.571	91	0.747	0	0	0.747	0.726	6	4.2	16.7	0.4	4.2	0.32	1.07	0.86	6.3	130	103.3
	Darius Garland	Cle	G	22.88	22	36	75	28.1	15.2	107	0.879	229	0.45	148	0.385	0.5	0.555	21.4	2.5	4	7.9	34.9	1.27	0.18	3.45	8.3	111.2	106.9
	Usman Garuba	Hou	F	20.76	24	15	31.2	10.4	21	24	0.583	48	0.542	13	0.538	0.598	0.608	3.6	4.8	17.3	1	8.9	0.83	0.71	0.79	6.9	118.5	102.7
	Luka Garza	Min	C	23.96	3	3.1	6.5	21.8	0	2	1	3	0.667	1	0	0.5	0.615	2	1	17.6	0	0	0	0	0	0		
	Rudy Gay	Uta	F-G	36.32	15	15.6	32.6	16.8	10.7	8	0.5	35	0.486	45	0.244	0.419	0.425	4.7	3.4	12	0.8	6.7	0.47	0.47	0.67	6	90.3	108.7
	Paul George	Lac	F	32.62	21	34.2	71.2	30.6	14.4	103	0.874	225	0.502	159	0.384	0.533	0.581	23.8	6	9.7	4.6	23.6	1.48	0.48	3.43	10.2	108.3	103.7
	Taj Gibson	Was	F	37.47	16	6.5	13.5	17.8	14.2	10	0.8	24	0.5	8	0.25	0.469	0.522	2.4	1.3	11.1	0.3	5.4	0.25	0.13	0.38	6	102.7	98.9
	Josh Giddey	Okc	G	20.18	24	30.7	63.9	24.2	18	38	0.737	260	0.485	75	0.32	0.484	0.5	14.7	7.8	13.3	5.4	25.8	0.67	0.5	3.21	11.1	99.3	108.9
	Shai Gilgeous-Alexander	Okc	G-F	24.42	25	35.5	74	33	11.6	253	0.933	439	0.538	75	0.32	0.529	0.624	31.2	4.5	6.6	5.8	27.6	1.76	1.04	3.28	10.5	122.6	110.3
	Anthony Gill	Was	F	30.15	24	11.3	23.4	9.8	8.3	15	0.867	36	0.694	13	0.154	0.571	0.621	2.9	1.6	7.7	0.5	5.9	0.17	0.21	0.21	4.7	130.7	106.3
	Rudy Gobert	Min	C	30.46	25	31	64.7	16.2	13.1	124	0.702	202	0.663	3	0	0.654	0.684	14.2	12.1	21.6	0.9	4.2	0.88	1.2	1.56	6.9	132.1	103
	Jordan Goodwin	Was	G	24.14	21	22.5	46.8	15.2	14	27	0.704	89	0.517	40	0.45	0.566	0.586	7.9	4	9.8	3	19	1.33	0.62	1.1	8.1	119.9	106.9
	Aaron Gordon	Den	F	27.24	23	29.4	61.3	20.3	10.4	93	0.645	177	0.701	65	0.385	0.667	0.677	16.7	6.4	12.6	2.1	10.7	0.74	0.74	1.43	8.3	130.9	112.1
	Eric Gordon	Hou	G	33.97	22	30.1	62.7	17	15	51	0.863	91	0.56	118	0.347	0.538	0.581	12.2	2	3.6	2.5	12.6	0.68	0.36	1.86	5.2	111.4	119.8
	Devonte' Graham	Nor	G	27.81	26	15.6	32.6	15.3	10.9	26	0.808	20	0.35	99	0.374	0.525	0.56	5.6	1.5	5.2	2.1	17.3	0.5	0.27	0.62	6.7	117.9	108.7
	Jerami Grant	Por	F	28.76	26	36.3	75.7	24.3	9.3	167	0.796	243	0.49	159	0.453	0.565	0.617	22.6	4.2	6.5	2.7	12.1	0.77	0.85	1.88	7	121.5	111.3
	A.J. Green	Mil	G	23.21	9	5.4	11.2	14.2	6.1	3	1	2	0.5	12	0.5	0.714	0.751	2.6	0.8	7.6	0.2	5.9	0.11	0	0.11	5.5	145.1	96.7
	Draymond Green	Gol	F	32.78	24	31.3	65.1	12.8	25.5	38	0.711	116	0.638	37	0.297	0.592	0.613	8.7	6.2	11	6.8	28	0.88	0.83	2.42	9.1	118.6	105.6
	JaMychal Green	Gol	F-C	32.48	24	14.9	31	16.2	16	18	0.778	71	0.662	37	0.189	0.532	0.556	5.4	3.8	13.9	0.7	6.4	0.54	0.33	0.92	6.5	108.4	101.7
	Jalen Green	Hou	G	20.84	26	34.4	71.7	28.1	13.5	143	0.797	274	0.478	188	0.33	0.485	0.535	21.6	4	6.4	3.8	18.8	0.77	0.23	3.15	8	106.1	115.9
	Javonte Green	Chi	G-F	29.39	23	16.3	34	13.7	14.2	31	0.645	61	0.689	28	0.357	0.64	0.653	5.8	3.1	10.6	0.8	6.6	0.91	0.7	0.74	6	121.7	102.7
	Jeff Green	Den	F	36.29	19	19.6	40.8	15.9	14	41	0.756	74	0.608	25	0.28	0.561	0.607	7.5	2.6	7.7	1.3	8.5	0.37	0.21	1	6	116	109.6
	Josh Green	Dal	G	22.07	25	20.3	42.3	12.5	12.8	45	0.711	49	0.735	54	0.444	0.699	0.717	7	2.3	6.7	1.2	8.3	0.92	0.04	0.72	5.3	135.5	103.8
	AJ Griffin	Atl	F	19.3	24	20.8	43.4	20.4	9	14	0.857	102	0.569	114	0.333	0.532	0.545	10.1	2.1	5.4	1	6.6	1.08	0.08	0.92	5.3	106.7	111.9
	Blake Griffin	Bos	F	33.75	12	16.2	33.7	13.4	10.1	21	0.714	26	0.654	18	0.444	0.659	0.686	6.1	4.5	15.6	1.3	10.4	0.25	0.08	0.5	8.1	140.5	100.2
	Quentin Grimes	Nyk	G	22.6	17	23.3	48.6	12.6	13.4	11	0.909	43	0.651	56	0.321	0.556	0.578	7.1	3.2	7.2	1.7	9.9	0.59	0.41	0.94	5.8	114.6	105.2
	Rui Hachimura	Was	F	24.84	16	23.5	48.9	22.4	11.4	29	0.724	122	0.525	36	0.333	0.519	0.542	11.6	4.8	11.3	1.1	7	0.38	0.5	1.38	6.7	101.3	112.1
	Tyrese Haliburton	Ind	G	22.79	26	33.4	69.6	23.3	14.1	72	0.861	204	0.549	184	0.397	0.571	0.602	19.4	4.3	6.9	10.8	50.8	1.77	0.35	2.65	11.6	125.6	114.8
	Jordan Hall	San	G	20.91	9	9.1	19	19.7	18	9	0.778	13	0.462	15	0.2	0.375	0.438	3.1	1.3	8.1	1.2	17.5	0.11	0	0.78	7.4	91.3	115.9
	R.J. Hampton	Orl	G	21.85	21	15.6	32.4	18.4	13.8	31	0.871	56	0.518	49	0.347	0.519	0.573	6.5	1.6	6	1.5	14.7	0.76	0.19	0.9	6.4	112.7	111.8
	Tim Hardaway Jr.	Dal	G-F	30.74	26	25.3	52.8	24.1	7.4	64	0.797	93	0.376	205	0.366	0.495	0.53	13.3	2.7	6.3	1.7	10.6	0.88	0.15	1	6.2	106	111.4
	James Harden	Phi	G	33.3	12	37.9	78.9	26.5	15.6	79	0.911	106	0.491	87	0.345	0.503	0.584	22.2	6.7	10.4	10.4	43.3	1.17	0.67	3.5	12.2	119.3	107.6
	Jaden Hardy	Dal	G	20.44	6	7	14.6	36.4	8.8	7	1	19	0.526	9	0.111	0.411	0.483	5	0.7	5.6	0.3	8.6	0.17	0.17	0.5	5.8	92.4	99.5
	Ron Harper Jr.	Tor	F	22.67	2	3.9	8.1	21.7	0	0	0	1	0	3	0.667	0.75	0.75	3	0.5	7.3	0	0	0	0	0	0		
	Montrezl Harrell	Phi	F-C	28.88	22	11.6	24.3	18.1	12.5	50	0.72	69	0.551	0	0	0.551	0.615	5.1	2.9	14.6	0.6	8.2	0.18	0.41	0.59	7.1	124.1	103.4
	Gary Harris	Orl	G	28.25	6	25.8	53.7	16.9	15.1	6	1	25	0.52	23	0.435	0.583	0.612	10.3	2.7	6	2	11.8	0.67	0.33	1.5	5.9	114.4	110.9
	Joe Harris	Bro	G-F	31.27	26	26.3	54.8	14.3	6.8	17	0.706	64	0.5	134	0.373	0.54	0.55	8.7	3	6.5	1.7	8.4	0.65	0.31	0.58	5.4	110.9	107.6
	Kevon Harris	Orl	G	25.47	20	12.3	25.7	16	16.6	26	0.846	42	0.381	22	0.364	0.438	0.517	3.9	2.2	10.3	0.5	5.7	0.4	0.05	0.75	5.3	104.5	107.8
	Tobias Harris	Phi	F	30.41	24	34.4	71.7	20.4	9.3	47	0.851	193	0.528	129	0.411	0.564	0.588	16.8	6.3	10.9	2.7	12.5	1.33	0.5	1.46	7.7	114.9	105.8
	Tobias Harris	Phi	F	30.41	24	34.4	71.7	20.4	9.3	47	0.851	193	0.528	129	0.411	0.564	0.588	16.8	6.3	10.9	2.7	12.5	1.33	0.5	1.46	7.7	114.9	105.8
	Isaiah Hartenstein	Nyk	C-F	24.61	27	20.9	43.5	12.5	14.8	25	0.84	111	0.613	22	0.227	0.568	0.597	6.4	6.9	17.3	0.8	5.4	0.78	0.93	0.93	6.3	123.7	100.1
	Josh Hart	Por	G	27.77	25	35.2	73.3	12.6	16.9	58	0.741	136	0.522	50	0.38	0.535	0.572	9.7	8.3	13.4	4.1	16.1	1.52	0.12	1.72	7.9	118.9	106
	Udonis Haslem	Mia	F	42.51	4	6	12.4	12.7	0	2	0.5	5	0.2	1	0	0.167	0.218	0.8	1	9.5	0	0	0.25	0.25	0	0	68.4	95.5
	Sam Hauser	Bos	F	25.01	28	16.5	34.4	14.2	4.7	9	0.778	17	0.765	121	0.438	0.67	0.676	6.9	2.5	8.3	0.7	5.9	0.25	0.25	0.25	5.6	130.7	107.4
	Jaxson Hayes	Nor	C-F	22.56	9	7.5	15.5	14	13.6	7	0.571	8	0.375	8	0	0.188	0.262	1.1	1.8	13.4	0.6	8.8	0.33	0.11	0.33	5.6	70.9	100.7
	Killian Hayes	Det	G	21.38	29	24.3	50.6	19	15.9	20	0.85	171	0.392	85	0.329	0.426	0.444	8.1	2.7	6	5.1	31.2	1.1	0.45	1.72	7.9	98.1	107.4
	Gordon Hayward	Cha	F	32.73	11	32.3	67.3	22.7	14.5	43	0.767	104	0.471	42	0.381	0.5	0.543	16.3	4.3	7.1	4.3	20.1	0.64	0.27	2.55	8.3	105.3	116.6
	Juancho Hernangomez	Tor	F	27.21	16	16.9	35.3	10.8	14.5	7	0.429	27	0.704	29	0.345	0.607	0.601	4.4	4.1	13.6	0.8	6.6	0.63	0.19	0.63	5.8	115.2	106.6
	Willy Hernangomez	Nor	C-F	28.55	11	9.1	19	23.6	19.8	22	0.818	32	0.531	3	0	0.486	0.582	4.7	3.6	22.3	0.5	6.9	0.27	0.18	1	9	111	99
	Tyler Herro	Mia	G	22.9	20	34.2	71.3	25.5	13.2	60	0.883	171	0.503	146	0.377	0.532	0.568	19.5	6.5	10.7	4.3	21.4	0.85	0.5	2.6	9.6	106.6	107.1
	Buddy Hield	Ind	G	29.99	28	32.1	67	22.4	12.7	47	0.851	141	0.539	263	0.384	0.563	0.583	17.7	4.8	8.2	2.6	12.5	1	0.36	2.21	7.5	107.8	112.4
	Haywood Highsmith	Mia	F	26.01	17	18.4	38.4	12.3	13.7	10	0.4	34	0.353	37	0.297	0.401	0.405	3.6	3.9	12.2	0.6	4.4	0.71	0.35	0.71	4.4	84.9	106
	George Hill	Mil	G	36.61	26	19.9	41.4	11	14.8	38	0.684	47	0.532	51	0.314	0.5	0.54	4.8	1.9	5.1	2.5	16.4	0.38	0.12	0.77	5.7	115	107.1
	Malcolm Hill	Chi	F	27.13	3	0.4	0.8	0		0	0	0	0	0	0			0	0.3	46.7	0	0	0	0	0	0		
	Aaron Holiday	Atl	G	26.2	25	18.1	37.6	13.2	14.7	20	0.85	71	0.423	42	0.405	0.491	0.525	5.1	1.6	4.8	1.6	11.3	0.84	0.2	0.84	5.2	105.8	107.8
	Jrue Holiday	Mil	G	32.5	21	32.9	68.6	26.1	15.7	57	0.895	205	0.512	131	0.359	0.522	0.557	19.1	5.3	8.4	7.4	35.9	1.52	0.43	3.19	11	112.3	104.3
	Justin Holiday	Atl	F-G	33.69	22	16.4	34.2	14.5	9.6	0	0	34	0.471	79	0.342	0.5	0.5	5.1	0.9	2.8	0.8	6.5	0.23	0.36	0.55	3.8	97.6	110.4
	Richaun Holmes	Sac	F	29.16	13	9.8	20.5	10.9	15.3	6	0.667	23	0.696	2	0.5	0.7	0.705	3	1.9	11.2	0	0	0.15	0.08	0.38	0	124.4	100.8
	Al Horford	Bos	C-F	36.53	20	31.6	65.8	11.5	9.1	8	0.625	59	0.644	88	0.466	0.677	0.678	10.2	6.3	11.1	2.8	11.7	0.45	1	0.75	7.1	134.4	108.4
	Talen Horton-Tucker	Uta	G	22.05	27	17.2	35.9	22.3	14.2	41	0.732	114	0.491	80	0.238	0.436	0.469	7.4	2.7	8.8	2.5	20.3	0.81	0.41	1.3	8.6	98.8	108.5
	Danuel House Jr.	Phi	F-G	29.52	22	18.4	38.3	11.1	13	28	0.75	32	0.656	43	0.349	0.58	0.618	4.9	2	6.4	0.8	5.8	0.27	0.23	0.59	4.3	114.7	108.2
	Caleb Houstan	Orl	G	19.93	21	18.6	38.8	10.2	6.5	13	0.846	23	0.391	57	0.351	0.488	0.519	4.2	2.6	8.1	0.8	5.6	0.19	0.1	0.29	4.4	115.4	110.1
	Trevor Hudgins	Hou	G	23.73	1	3.8	7.9	10.9	0	0	0	0	0	1	1	1.5	1.5	3	0	0	0	0	0	0	0	0		
	Kevin Huerter	Sac	G-F	24.3	25	32.2	67.2	19	10.6	60	0.683	115	0.557	178	0.416	0.597	0.612	15.6	3.4	6	3.3	14.4	1.12	0.36	1.52	6.9	116.4	108.4
	De'Andre Hunter	Atl	F-G	25.03	23	30.2	62.9	20.9	9.2	76	0.816	194	0.49	88	0.364	0.507	0.552	15.1	3.8	6.8	1.1	5.1	0.35	0.13	1.39	5.3	107.2	108.5
	Bones Hyland	Den	G	22.24	18	21.3	44.5	29.7	12.2	44	0.818	96	0.344	115	0.443	0.519	0.553	14.2	2.2	6.1	3.3	22.9	0.72	0.39	1.78	8.8	108.9	111.7
	Serge Ibaka	Mil	F	33.24	14	11.3	23.6	15.3	13.9	13	0.615	30	0.567	14	0.429	0.591	0.603	4.3	2.9	13.2	0.3	3.6	0	0.43	0.57	5.5	113.6	98.4
	Brandon Ingram	Nor	F	25.28	15	32.1	66.8	27.1	13.7	76	0.868	171	0.474	60	0.467	0.532	0.59	20.8	5.1	8.9	4.7	21.9	0.87	0.67	2.8	9.9	113.1	105.4
	Kyrie Irving	Bro	G	30.72	20	36.8	76.7	28.7	9.9	85	0.918	228	0.588	162	0.327	0.547	0.591	25.3	4.8	7.4	4.6	20	0.85	1.1	2.35	9	114.3	110.3
	Jaden Ivey	Det	G	20.83	25	30.7	63.9	24.8	15.4	108	0.722	212	0.462	120	0.3	0.458	0.503	15.3	4.4	7.9	4	20.4	1.08	0.32	2.76	8.4	99.3	111
	Jaren Jackson Jr.	Mem	F-C	23.24	11	26.3	54.8	25.6	10.5	55	0.764	82	0.61	55	0.364	0.584	0.627	18.4	6.2	12.5	0.4	2.1	1	3.64	1.73	5.4	118.3	101.2
	Isaiah Jackson	Ind	F	20.92	25	16.1	33.6	17.9	13.8	68	0.691	115	0.557	5	0.2	0.546	0.594	7.1	4.1	13.9	1	9.1	0.48	1.2	0.96	7.6	116.9	101
	Justin Jackson	Bos	F	27.71	12	5.1	10.7	10	7.1	0	0	2	0	11	0.182	0.231	0.231	0.5	0.6	6.4	0.3	7.7	0.17	0.17	0.08	3.5	62.4	110.3
	Reggie Jackson	Lac	G	32.66	28	29.4	61.3	21.5	16.3	50	0.9	186	0.446	130	0.354	0.481	0.516	12.5	2.6	4.8	4.1	21.3	0.64	0.11	2.36	6.9	100.2	108.9
	LeBron James	Lal	F	37.95	19	35.9	74.8	31.7	12	91	0.714	275	0.545	138	0.319	0.523	0.549	26.2	8.6	12.6	6.3	30	1.21	0.58	3.26	12.5	107.9	108.3
	Ty Jerome	Gol	G-F	25.43	12	14.5	30.3	12.1	8	12	1	22	0.636	19	0.368	0.598	0.659	5.1	1	3.8	1.8	15.5	0.08	0.08	0.33	5.8	136.9	112.5
	Isaiah Joe	Okc	G	23.45	20	10	20.8	19.6	10.6	12	0.833	11	0.636	68	0.471	0.696	0.712	6	1.9	9.7	1	14.6	0.5	0.1	0.5	9	132.1	105.6
	Alize Johnson	San	F	26.64	4	7.4	15.4	15.3	36.8	2	0.5	4	0.75	2	0	0.5	0.509	1.8	2.5	18.9	0.3	4.4	0.25	0	1	6	73.7	107.1
	Cameron Johnson	Pho	F	26.78	8	25.3	52.7	18.8	2.2	11	0.727	32	0.469	51	0.431	0.578	0.592	13	3.4	7.5	1.8	9.7	1.13	0.38	0.25	6.8	126.8	108.9
	Jalen Johnson	Atl	F	20.99	26	16.1	33.6	13.9	10.8	23	0.696	73	0.575	41	0.22	0.487	0.512	4.9	3.8	12.7	1.1	8.8	0.58	0.31	0.58	6.8	106.4	102.2
	James Johnson	Ind	F	35.81	7	8.9	18.5	12	11.1	0	0	9	0.556	7	0.143	0.406	0.406	1.9	1.1	7	0.7	10.7	0.14	0.29	0.29	5.1	86.4	91.5
	Keldon Johnson	San	F-G	23.17	25	32.6	67.9	29.1	10.5	111	0.739	262	0.45	199	0.342	0.477	0.512	20.9	5.2	9	2.9	13.9	0.8	0.12	2.4	8.4	101.2	116.4
	Keon Johnson	Por	G	20.76	8	14.1	29.4	25.4	22.9	6	0.333	23	0.348	25	0.36	0.448	0.444	5.6	2	8.1	1.4	14.5	0.63	0.25	1.88	7.1	78.9	106.7
	Nikola Jokic	Den	C	27.81	23	32.5	67.7	27.5	16.3	146	0.801	275	0.684	57	0.316	0.648	0.69	23.8	10.1	18.1	9.1	44.8	1.22	0.74	3.35	16	133.5	106.3
	Derrick Jones Jr.	Chi	F	25.82	21	13.8	28.8	15.6	7.6	35	0.829	56	0.554	26	0.346	0.543	0.606	5.6	2.4	9.8	0.6	5.7	0.52	0.71	0.38	5.8	126.5	104.6
	Damian Jones	Lal	C	27.46	13	9.1	19	13.9	17.9	14	0.786	25	0.56	1	0	0.538	0.606	3	3.1	17.8	0.3	4.5	0.08	0.54	0.54	6.2	120.2	105.2
	Herbert Jones	Nor	F	24.19	17	28.1	58.6	16.6	11.2	54	0.741	93	0.527	49	0.286	0.493	0.543	10.6	3.7	7.4	2.1	9.6	1.18	0.82	1.24	6.2	111.8	100.8
	Kai Jones	Cha	C-F	21.9	18	10.2	21.2	14.1	13	10	0.7	38	0.526	11	0.273	0.5	0.524	3.1	2.3	12.3	0.2	3.1	0.22	0.56	0.44	4.4	106.7	105.1
	Tre Jones	San	G	22.93	26	30.5	63.6	19.2	13.9	72	0.903	219	0.466	66	0.303	0.463	0.519	12.7	3.4	6.2	6.6	30.1	1.5	0.19	1.96	8.6	112.5	115.6
	Tyus Jones	Mem	G	26.59	27	23.8	49.6	18.7	10.6	30	0.7	139	0.496	109	0.385	0.532	0.546	10.6	2.2	5	4.9	28.2	0.78	0.07	1.15	8.2	119.5	114.7
	DeAndre Jordan	Den	C	34.39	21	15.4	32.2	13.4	26	32	0.469	59	0.763	1	1	0.775	0.729	5.1	5.9	22.1	1	8.1	0.14	0.71	1.24	8.1	120	105.2
	Cory Joseph	Det	G	31.32	23	15.5	32.4	14.1	9.3	17	0.647	57	0.474	43	0.372	0.51	0.526	4.9	1.1	3.8	3.2	29.9	0.3	0.09	0.48	6.7	121.6	114
	Nikola Jovic	Mia	F	19.51	11	15.4	32	19.5	12.1	19	0.947	29	0.586	28	0.214	0.456	0.535	6.4	2.5	9.1	0.9	9	0.55	0.09	0.82	6.3	106.1	105.2
	Mfiondu Kabengele	Bos	F-C	25.33	1	8.3	17.3	10.6	0	0	0	1	1	1	0	0.5	0.5	2	4	27	0	0	0	0	0	0	163.9	104.4
	Frank Kaminsky	Atl	F-C	29.69	12	7.3	15.1	13.3	14.5	6	1	8	0.625	13	0.462	0.667	0.719	2.8	1.3	9.9	0.8	13.6	0.08	0	0.33	7.8	132.9	103.1
	Trevor Keels	Nyk	G	19.3	1	1	2.1	41.7	0	0	0	0	0	1	0	0	0	0	1	52.1	0	0	0	0	0	0		
	Luke Kennard	Lac	G	26.47	18	21.8	45.4	14.4	14.7	5	1	41	0.585	67	0.463	0.653	0.662	8.1	2.7	6.8	1	6.8	0.61	0.06	1.06	5.1	113.5	107.5
	Walker Kessler	Uta	C	21.38	26	16.6	34.6	12.2	13.6	40	0.575	90	0.756	0	0	0.756	0.739	6.1	5.7	18.9	0.6	4.8	0.19	1.81	0.65	6.6	141.6	103.4
	Braxton Key	Det	F	25.83	3	3	6.3	8.8	0	2	1	1	1	0	0	1	1.064	1.3	0.3	6	0	0	0	0	0	0		
	Corey Kispert	Was	F	23.78	20	28.3	59	12.8	9	23	0.739	55	0.618	86	0.407	0.613	0.629	9.5	2.7	5.1	1.7	8	0.65	0.15	0.75	5	122.5	113.9
	Maxi Kleber	Dal	F	30.87	22	25.7	53.4	9.8	10.6	14	0.786	39	0.692	65	0.369	0.606	0.622	6.2	3.5	8.2	1	5.2	0.32	1	0.59	4.3	122.8	108.9
	Nathan Knight	Min	F-C	25.23	10	2.8	5.9	15.3	29.4	5	0.6	4	0.75	1	0	0.6	0.625	0.9	0.6	11.8	0	0	0.3	0	0.3	0		
	Kevin Knox II	Det	F	23.34	22	13.7	28.5	15.7	10.7	13	0.692	33	0.636	61	0.361	0.574	0.587	5.3	2.4	9.5	0.4	4	0.32	0.32	0.55	5	110.5	106.7
	Christian Koloko	Tor	C	22.48	27	16.7	34.7	10.9	12.1	43	0.651	76	0.487	7	0	0.446	0.5	3.8	3.4	11.7	0.4	3.5	0.26	1.33	0.52	4.1	111.7	99.5
	John Konchar	Mem	G	26.73	25	27.6	57.5	11.5	9.4	17	0.882	70	0.586	97	0.392	0.587	0.605	8.4	6.3	12.1	1.5	7.1	1.12	0.28	0.72	6.2	124.8	105.9
	Furkan Korkmaz	Phi	G-F	25.39	15	12.5	26.1	19.2	13.7	24	0.708	31	0.419	28	0.357	0.475	0.525	4.9	1.3	6.3	0.9	10.8	0.27	0.13	0.73	5.7	101.7	112.2
	Luke Kornet	Bos	F-C	27.41	23	13.6	28.3	11.6	13.4	16	0.938	58	0.759	6	0.333	0.734	0.767	4.7	3.4	14.1	0.8	8.4	0.22	0.96	0.48	6.9	149.1	102.5
	Vit Krejci	Atl	G	22.48	13	7.3	15.3	11.8	11.2	2	0.5	8	0.5	15	0.333	0.5	0.503	1.8	0.8	6.2	0.8	13.3	0.15	0.08	0.23	5.7	109.6	107.5
	Jonathan Kuminga	Gol	F	20.19	23	16.7	34.9	18.4	17.8	35	0.714	80	0.613	43	0.256	0.533	0.564	6.8	3.1	10.2	1.1	9.1	0.35	0.48	1.3	6.8	103	104.8
	Kyle Kuzma	Was	F	27.39	27	35	72.8	27.5	12.4	98	0.714	276	0.547	202	0.337	0.529	0.553	21.3	7.7	12.1	3.6	16.4	0.44	0.44	2.74	9.6	104.9	109
	Anthony Lamb	Gol	F	24.9	19	17.8	37.1	13.1	18.9	6	0.333	32	0.719	51	0.373	0.62	0.613	5.5	3.3	10.3	1.5	11.1	0.63	0.21	1.05	6.8	110.5	103
	Jock Landale	Pho	C	27.13	24	13.1	27.3	19.9	13.5	36	0.778	81	0.667	31	0.161	0.549	0.591	6.3	3.6	15.4	0.8	8.1	0.25	0.67	0.83	8	117.9	100.2
	Romeo Langford	San	G-F	23.13	16	19.8	41.2	14.5	11.8	23	0.696	63	0.587	24	0.208	0.511	0.541	6.6	3	8.4	0.9	6.4	0.69	0.44	0.81	5.3	111.1	113.9
	Jake LaRavia	Mem	F	21.11	17	17.6	36.7	12	17.2	5	1	21	0.476	49	0.388	0.55	0.568	4.8	3	9.1	0.9	6.7	0.53	0.18	0.88	5.3	108.5	103.4
	Zach LaVine	Chi	G-F	27.76	22	34.2	71.2	28	11.4	92	0.826	221	0.493	173	0.358	0.513	0.552	21.8	4.5	7.4	4.1	18.9	1.27	0.05	2.55	8.6	106.8	107.9
	A.J. Lawson	Min	G	25.63	1	1.8	3.8	23.3	0	0	0	1	1	0	0	1	1	2	1	30.7	0	0	0	0	0	0		
	Damion Lee	Pho	G-F	30.14	27	21.4	44.6	14.4	10.7	25	0.92	60	0.433	105	0.486	0.621	0.648	8.4	3.5	9.2	1.3	7.9	0.44	0.11	0.78	6.3	125.7	109.6
	Saben Lee	Phi	G	23.47	2	5.1	10.5	31	42.9	0	0	3	1	1	0	0.75	0.75	3	0	0	1	38.2	0.5	0	1.5	0	86.8	103
	Alex Len	Sac	C	29.49	8	3.1	6.5	17	0	2	0.5	9	0.556	0	0	0.556	0.557	1.4	1.1	20.8	0.3	11.9	0	0	0	10		
	Kawhi Leonard	Lac	F	31.46	9	25.5	53.1	23.6	9.7	27	0.778	68	0.559	32	0.219	0.485	0.527	13.1	5.6	11.9	3.8	23.9	0.56	0.11	1.33	10.2	110.3	106.4
	Caris LeVert	Cle	G	28.3	24	31.1	64.7	20.1	12.8	59	0.814	163	0.417	105	0.362	0.466	0.507	12.4	4.3	8.1	4.5	20.9	0.75	0.08	1.79	8	107.3	104.1
	Damian Lillard	Por	G	32.41	15	35.1	73.2	32.3	14.4	121	0.901	114	0.526	166	0.392	0.563	0.636	28.3	4	6.5	7.1	34.3	0.73	0.27	3.73	10.6	122.6	113.1
	Nassir Little	Por	F-G	22.84	21	15.3	31.9	15.5	12.3	21	0.667	48	0.563	43	0.372	0.56	0.579	5.5	2.4	8.9	0.9	8.1	0.38	0.14	0.67	6	110.6	111.3
	Isaiah Livers	Det	F	24.38	22	19.6	40.7	12.4	10.3	20	0.75	23	0.565	81	0.358	0.543	0.567	5.8	2.3	6.4	0.6	4.2	0.41	0.55	0.59	4.1	110.3	111.6
	Kenneth Lofton Jr.	Mem	F	20.33	5	4.6	9.5	29.5	6.1	3	0.333	13	0.538	1	0	0.5	0.49	3	0.8	9.4	0.8	29.9	0	0	0.2	10.8	107.8	102.6
	Kevon Looney	Gol	F	26.85	27	23.1	48	9.4	7.9	41	0.61	111	0.667	0	0	0.667	0.67	6.4	7.6	18.2	2.8	15.5	0.37	0.59	0.41	8.9	154.4	102.6
	Brook Lopez	Mil	C	34.7	25	31.2	65.1	17.7	9.5	52	0.846	135	0.563	139	0.403	0.584	0.613	14.6	5.9	9.9	1.1	5.3	0.52	2.92	1.24	5.8	119.8	104.3
	Robin Lopez	Cle	C	34.7	19	9.4	19.5	14.8	21.9	12	0.75	41	0.659	0	0	0.659	0.681	3.3	1.5	9.2	0.5	7.5	0.05	0.11	0.68	5.8	119.4	100.3
	Kevin Love	Cle	F-C	34.26	20	19.9	41.6	21	12.7	40	0.875	43	0.488	104	0.385	0.551	0.598	9.9	6.9	20.3	2.2	16	0.2	0.15	1.2	10.7	117.8	98.7
